Founder_Type,Economic_Climate,Founder_Age,Founder_Experience_Years,Industry,Funding_Stage,Work_Mode,Team_Size,Startup_Age_Months,Weekly_Work_Hours,Sleep_Hours,Exercise_Days_Per_Week,Vacation_Days_Taken,Investor_Pressure_Score,Cofounder_Conflict_Score,Stress_Score,Decision_Fatigue_Score,Burnout_Score,Burnout_Level,Founder_Burnout_Flag,Monthly_Revenue_Growth_Percent,Runway_Months_Remaining,Product_Market_Fit_Score,Employee_Turnover_Percent,Work_Life_Balance_Score,Seeks_Mental_Health_Support,Shutdown_Probability,Shutdown_Risk,Startup_Failure_Flag
Solo Hustler,Stable Economy,36,3,HealthTech,Seed,Hybrid,12,105,83.9,5.5,2.1,7.3,6.7,6.3,8.3,9.8,6.5,Moderate,0,14.4,10.4,5.9,52.6,3.9,Yes,0.849,High,1
Serial Entrepreneur,Stable Economy,22,6,HealthTech,Series A,Remote,82,130,44.2,6.2,4.9,7.3,6.6,0.0,2.2,1.2,1.0,Low,0,-3.1,10.3,3.9,3.9,10.0,No,0.123,Low,0
Technical Builder,Stable Economy,40,2,FinTech,Pre-Seed,Remote,2,31,90.5,3.5,1.5,5.2,1.6,6.1,9.0,8.2,4.7,Moderate,0,2.5,18.0,3.7,48.5,2.8,No,0.663,High,1
Growth Obsessed Founder,Stable Economy,37,2,AI,Series A,Remote,56,6,59.2,5.1,3.8,16.5,4.8,7.6,8.1,8.6,2.7,Low,0,16.3,13.5,4.6,38.3,6.9,No,0.376,Medium,0
Technical Builder,Stable Economy,41,3,ClimateTech,Series A,Remote,23,112,74.3,6.7,4.2,13.7,10.0,5.5,5.6,5.1,4.5,Moderate,0,10.0,7.3,4.5,29.2,6.3,No,0.664,High,1
Solo Hustler,Recession,29,0,E-commerce,Seed,Remote,5,117,81.8,5.1,2.4,11.3,5.6,4.4,6.6,7.2,4.6,Moderate,0,37.8,12.6,3.6,36.5,6.3,No,0.83,High,1
Calm Operator,Stable Economy,25,3,E-commerce,Series A,Hybrid,68,104,58.8,7.5,5.8,19.0,2.3,3.9,1.8,5.3,1.0,Low,0,27.7,11.5,7.4,27.5,10.0,No,0.085,Low,0
Solo Hustler,Bull Market,45,3,SaaS,Bootstrapped,Remote,4,8,71.2,5.2,3.0,13.8,6.5,2.4,4.8,1.9,1.8,Low,0,-10.3,7.1,4.0,18.7,7.9,Yes,0.16,Low,0
Burned-Out Operator,Stable Economy,43,1,EdTech,Pre-Seed,Remote,2,29,58.3,5.7,4.1,7.0,5.6,3.4,7.0,7.6,3.4,Low,0,15.6,1.0,6.0,25.0,5.6,No,0.375,Medium,0
Growth Obsessed Founder,Recession,30,2,E-commerce,Series B,Remote,100,87,65.1,6.0,3.5,6.8,8.7,3.5,5.5,4.4,2.9,Low,0,-2.4,15.4,2.2,34.8,7.9,No,0.274,Low,0
Technical Builder,Recession,32,1,Gaming,Seed,Remote,7,77,78.6,3.4,4.1,0.0,9.3,2.3,8.6,6.6,6.8,Severe,1,-9.1,12.4,1.0,47.4,1.9,Yes,0.745,High,1
Burned-Out Operator,Recession,28,0,FinTech,Bootstrapped,Remote,1,91,67.4,5.9,3.2,3.3,9.3,6.7,6.5,8.1,6.0,Moderate,0,-1.7,1.0,2.5,52.5,3.5,Yes,0.971,High,1
Technical Builder,Bull Market,41,2,E-commerce,Bootstrapped,Office,1,132,59.3,5.1,4.8,0.0,4.7,3.4,3.7,5.0,3.6,Moderate,0,1.8,8.8,6.5,32.4,6.3,No,0.297,Low,0
Solo Hustler,Funding Winter,30,0,Gaming,Seed,Hybrid,7,57,75.6,5.2,1.1,5.1,10.0,7.8,10.0,10.0,8.5,Severe,1,-6.3,8.3,1.0,66.3,1.6,No,0.983,High,1
Solo Hustler,Stable Economy,35,2,ClimateTech,Bootstrapped,Remote,2,33,76.8,6.3,2.3,11.7,6.6,0.6,5.3,3.0,3.8,Moderate,0,27.8,4.3,8.9,26.4,4.1,No,0.151,Low,0
Solo Hustler,Funding Winter,25,3,E-commerce,Bootstrapped,Remote,3,37,78.0,6.3,3.5,13.1,4.6,4.9,6.7,2.6,1.8,Low,0,17.4,5.6,6.6,45.0,9.5,No,0.439,Medium,0
Burned-Out Operator,Stable Economy,22,1,E-commerce,Pre-Seed,Hybrid,3,34,76.8,4.1,3.2,4.9,4.2,1.8,4.8,6.5,4.5,Moderate,0,-11.9,13.8,4.8,32.9,4.8,Yes,0.279,Low,0
Solo Hustler,Recession,39,0,Cybersecurity,Seed,Remote,9,54,83.3,3.7,2.0,9.4,8.5,5.7,9.1,10.0,7.0,Severe,1,-7.1,14.7,6.5,49.4,1.0,Yes,0.688,High,1
Visionary CEO,Stable Economy,31,1,Cybersecurity,Series B,Hybrid,143,129,74.8,5.8,4.6,2.8,10.0,3.6,8.5,8.4,8.3,Severe,1,22.6,19.2,5.8,57.7,1.0,Yes,0.116,Low,0
Visionary CEO,Stable Economy,40,1,Cybersecurity,Series B,Remote,114,100,71.7,5.4,2.9,12.3,5.0,8.3,5.6,3.1,2.0,Low,0,-6.9,23.6,2.6,43.5,10.0,No,0.045,Low,0
Serial Entrepreneur,Bull Market,38,3,Cybersecurity,Pre-Seed,Office,7,20,30.2,7.3,4.8,13.4,6.4,2.5,1.0,1.2,1.0,Low,0,48.2,21.4,5.9,23.7,10.0,No,0.025,Low,0
Burned-Out Operator,Bull Market,22,1,SaaS,Series A,Remote,20,123,57.0,5.1,5.0,23.1,10.0,6.3,6.2,6.5,6.3,Moderate,0,1.4,5.1,3.4,57.3,4.7,No,0.918,High,1
Calm Operator,Stable Economy,38,1,E-commerce,Seed,Hybrid,10,14,62.8,7.3,5.4,19.5,4.3,0.0,1.7,1.0,1.0,Low,0,-11.1,4.9,4.7,12.7,10.0,No,0.478,Medium,0
Growth Obsessed Founder,Funding Winter,26,1,SaaS,Series A,Hybrid,54,53,63.7,5.8,2.8,11.6,5.9,6.3,4.1,3.5,3.3,Low,0,6.5,12.0,4.5,41.4,8.1,Yes,0.816,High,1
Chaotic Innovator,Stable Economy,29,0,SaaS,Seed,Remote,11,26,47.7,6.2,4.9,10.8,3.2,6.0,2.4,2.2,1.0,Low,0,19.3,14.9,8.0,36.7,10.0,Yes,0.051,Low,0
Serial Entrepreneur,Bull Market,39,3,HealthTech,Pre-Seed,Hybrid,10,35,68.8,5.4,3.6,2.7,5.6,2.5,6.2,3.5,1.9,Low,0,39.5,14.9,5.3,24.6,7.5,Yes,0.325,Low,0
Chaotic Innovator,Stable Economy,32,1,AI,Series A,Remote,49,87,56.4,6.3,4.7,11.8,6.0,3.3,5.2,3.8,2.8,Low,0,51.5,16.7,6.9,32.2,9.5,No,0.1,Low,0
Solo Hustler,Stable Economy,21,0,SaaS,Series C,Hybrid,123,139,82.8,5.4,4.0,0.0,4.1,6.8,6.5,2.7,3.7,Moderate,0,-11.5,28.4,5.4,49.9,7.1,No,0.058,Low,0
Growth Obsessed Founder,Stable Economy,40,0,EdTech,Series C,Remote,676,83,61.6,5.5,4.9,9.0,7.6,3.5,5.8,3.0,1.1,Low,0,12.0,10.7,6.0,27.4,8.6,No,0.076,Low,0
Visionary CEO,Funding Winter,32,3,SaaS,Seed,Remote,6,22,57.1,6.0,5.0,2.9,5.5,3.2,4.0,5.1,3.0,Low,0,-9.7,12.8,4.5,33.2,7.7,No,0.334,Low,0
Solo Hustler,Funding Winter,23,1,AI,Seed,Remote,25,122,77.8,4.0,3.2,0.9,1.4,5.8,4.5,6.1,3.8,Moderate,0,-22.9,14.2,2.1,34.2,6.4,No,0.887,High,1
Technical Builder,Stable Economy,43,2,Cybersecurity,Series A,Hybrid,28,6,66.0,5.5,4.3,7.9,8.6,4.9,7.3,8.0,7.5,Severe,1,1.7,16.3,2.5,35.4,3.8,No,0.605,Medium,0
Calm Operator,Bull Market,23,3,E-commerce,Bootstrapped,Hybrid,5,73,52.1,6.4,4.2,20.0,7.0,4.8,3.0,2.8,2.0,Low,0,30.0,13.1,5.7,39.1,9.8,Yes,0.13,Low,0
Calm Operator,Funding Winter,26,3,SaaS,Series A,Office,53,15,30.3,8.8,7.0,26.3,6.7,0.8,1.0,1.1,1.0,Low,0,-13.3,9.2,3.5,11.3,10.0,No,0.411,Medium,0
Burned-Out Operator,Bull Market,38,3,AI,Series B,Hybrid,98,99,52.3,6.1,4.2,0.1,10.0,6.1,6.0,5.9,7.4,Severe,1,-8.6,22.9,1.0,55.3,3.8,Yes,0.276,Low,0
Burned-Out Operator,Bull Market,24,3,FinTech,Pre-Seed,Remote,14,132,56.1,6.2,5.3,6.5,5.2,2.5,1.0,2.7,2.4,Low,0,-0.7,16.6,6.9,35.7,8.5,No,0.098,Low,0
Technical Builder,Recession,29,3,FinTech,Series A,Remote,48,16,62.9,6.8,4.3,13.6,9.5,4.3,6.7,3.4,1.9,Low,0,-4.0,15.7,4.1,22.9,7.0,No,0.587,Medium,0
Solo Hustler,Funding Winter,41,5,AI,Bootstrapped,Hybrid,7,66,80.0,3.5,2.2,18.3,7.6,6.2,9.7,8.8,8.2,Severe,1,7.4,8.2,5.2,69.2,1.0,No,0.853,High,1
Technical Builder,Bull Market,39,3,SaaS,Bootstrapped,Remote,4,59,56.5,6.2,3.5,8.4,4.9,4.3,4.2,2.4,2.6,Low,0,24.0,6.7,6.1,45.2,9.3,No,0.351,Medium,0
Serial Entrepreneur,Stable Economy,49,8,EdTech,Pre-Seed,Hybrid,5,101,63.4,6.1,4.1,18.3,2.9,0.5,2.6,1.0,1.0,Low,0,25.6,14.7,10.0,14.6,10.0,No,0.015,Low,0
Solo Hustler,Recession,37,1,SaaS,Bootstrapped,Hybrid,6,120,80.8,5.2,4.6,2.7,7.5,4.8,9.7,8.8,7.4,Severe,1,0.9,12.6,3.2,64.5,2.9,No,0.694,High,1
Technical Builder,Stable Economy,38,2,EdTech,Seed,Hybrid,12,4,31.7,6.8,5.5,9.6,3.3,2.2,1.0,1.0,1.0,Low,0,0.9,5.7,3.8,20.2,10.0,Yes,0.194,Low,0
Technical Builder,Stable Economy,42,5,Biotech,Bootstrapped,Remote,7,84,76.1,5.9,2.6,7.3,5.7,2.4,8.4,6.9,4.1,Moderate,0,-5.7,8.8,7.5,42.3,6.3,No,0.487,Medium,0
Solo Hustler,Stable Economy,29,1,SaaS,Bootstrapped,Hybrid,2,106,100.2,4.4,1.9,0.0,2.4,4.1,7.6,8.2,6.6,Severe,1,-9.0,6.3,5.0,53.8,1.3,No,0.651,High,1
Growth Obsessed Founder,Stable Economy,30,2,SaaS,Pre-Seed,Hybrid,14,41,95.3,4.7,0.4,7.3,3.7,5.5,9.6,7.2,6.4,Moderate,0,28.3,18.7,4.1,48.4,2.5,No,0.713,High,1
Calm Operator,Funding Winter,31,0,AI,Pre-Seed,Remote,13,69,31.3,8.7,6.9,10.9,6.0,0.0,1.0,1.0,1.0,Low,0,28.4,1.0,6.1,3.1,10.0,No,0.35,Medium,0
Burned-Out Operator,Funding Winter,40,2,E-commerce,Bootstrapped,Remote,5,23,72.2,4.4,4.7,10.8,7.4,4.4,7.2,5.6,7.4,Severe,1,10.6,9.4,7.3,45.4,1.1,No,0.391,Medium,0
Growth Obsessed Founder,Bull Market,39,2,E-commerce,Bootstrapped,Office,6,16,80.5,4.8,3.9,16.4,6.1,2.8,8.4,6.1,3.6,Moderate,0,10.8,20.7,3.5,46.8,6.3,No,0.128,Low,0
Growth Obsessed Founder,Bull Market,46,1,HealthTech,Bootstrapped,Office,7,40,63.2,5.3,5.6,5.9,3.3,4.2,2.9,3.9,1.0,Low,0,35.0,15.0,5.9,40.6,9.1,No,0.061,Low,0
Technical Builder,Recession,33,1,FinTech,Bootstrapped,Remote,5,88,84.4,5.4,2.7,0.0,4.2,4.6,7.4,8.1,10.0,Severe,1,12.2,8.3,5.9,50.5,1.0,No,0.893,High,1
Calm Operator,Stable Economy,36,2,SaaS,Series B,Remote,158,85,57.6,7.1,4.2,24.4,8.6,5.7,8.8,6.3,4.5,Moderate,0,-9.6,11.0,2.9,53.0,6.3,No,0.569,Medium,0
Technical Builder,Stable Economy,36,1,Cybersecurity,Series C,Hybrid,240,15,52.4,7.7,4.2,9.7,6.0,2.9,3.5,3.2,1.0,Low,0,-4.2,13.2,3.7,34.7,10.0,Yes,0.086,Low,0
Serial Entrepreneur,Funding Winter,36,6,Gaming,Seed,Remote,7,103,71.7,5.5,5.4,4.1,9.8,4.8,6.9,6.0,5.9,Moderate,0,9.4,11.4,5.8,22.5,5.9,Yes,0.719,High,1
Serial Entrepreneur,Recession,21,7,AI,Seed,Remote,7,84,64.8,5.3,3.9,12.0,10.0,5.0,7.8,8.8,4.9,Moderate,0,-5.7,14.3,4.8,51.4,7.4,No,0.509,Medium,0
Technical Builder,Stable Economy,26,3,AI,Pre-Seed,Office,11,76,41.6,5.6,5.1,0.0,6.0,3.2,4.0,2.8,1.9,Low,0,-0.3,13.0,5.8,23.2,9.7,No,0.376,Medium,0
Growth Obsessed Founder,Funding Winter,38,0,AI,Series B,Remote,128,74,88.1,3.7,2.6,1.2,9.8,2.4,10.0,8.2,5.9,Moderate,0,-5.6,17.3,6.5,34.3,1.9,Yes,0.607,Medium,0
Calm Operator,Stable Economy,41,6,ClimateTech,Pre-Seed,Remote,7,91,56.0,7.1,5.0,14.8,3.6,1.9,4.6,1.3,1.0,Low,0,2.0,13.4,8.0,33.9,9.4,No,0.023,Low,0
Technical Builder,Recession,39,3,SaaS,Series C,Hybrid,571,120,72.7,6.0,2.8,20.2,5.9,4.1,6.1,5.1,4.3,Moderate,0,0.9,14.9,2.2,48.6,4.5,No,0.815,High,1
Visionary CEO,Stable Economy,48,2,Biotech,Series B,Remote,85,51,45.9,6.2,4.3,7.1,8.8,4.1,6.9,5.6,3.2,Low,0,-6.4,14.4,3.9,25.7,8.0,Yes,0.494,Medium,0
Solo Hustler,Bull Market,28,3,ClimateTech,Seed,Hybrid,6,103,67.7,4.9,3.1,9.8,2.2,3.1,3.0,2.2,1.0,Low,0,5.0,16.9,6.2,26.0,9.2,Yes,0.056,Low,0
Chaotic Innovator,Stable Economy,26,2,AI,Pre-Seed,Hybrid,9,141,81.0,5.1,3.0,7.7,2.2,6.2,4.9,1.0,1.7,Low,0,-3.6,10.9,1.5,37.7,7.3,Yes,0.605,Medium,0
Technical Builder,Stable Economy,45,4,EdTech,Seed,Office,25,71,58.0,6.4,3.8,16.2,6.8,2.9,3.2,3.3,1.8,Low,0,7.7,8.9,7.7,29.2,9.2,No,0.145,Low,0
Solo Hustler,Bull Market,41,4,HealthTech,Pre-Seed,Hybrid,8,49,65.9,6.1,4.4,20.1,6.2,5.6,4.6,1.2,2.3,Low,0,27.6,1.0,7.5,23.5,6.1,Yes,0.411,Medium,0
Growth Obsessed Founder,Stable Economy,39,2,SaaS,Pre-Seed,Office,9,24,68.1,5.2,4.4,20.0,5.7,5.9,4.3,4.7,3.4,Low,0,3.0,10.2,3.2,36.9,5.7,No,0.47,Medium,0
Solo Hustler,Funding Winter,31,3,E-commerce,Seed,Hybrid,14,46,71.7,6.4,3.3,19.7,8.4,2.8,5.3,3.9,3.0,Low,0,-1.6,1.0,3.7,46.4,8.4,No,0.303,Low,0
Burned-Out Operator,Funding Winter,29,0,E-commerce,Bootstrapped,Remote,1,64,55.5,4.6,4.4,4.3,5.7,0.4,5.6,5.2,5.1,Moderate,0,-6.5,6.5,5.4,28.2,5.9,Yes,0.756,High,1
Technical Builder,Stable Economy,44,2,FinTech,Pre-Seed,Remote,14,54,53.1,5.6,3.7,13.0,6.4,5.4,3.3,3.4,3.6,Moderate,0,15.9,22.7,4.9,45.7,7.0,No,0.047,Low,0
Solo Hustler,Bull Market,26,0,HealthTech,Series A,Office,58,118,70.4,4.9,3.8,11.2,5.0,6.0,8.0,7.9,6.3,Moderate,0,-7.4,18.7,1.0,53.7,3.7,Yes,0.757,High,1
Serial Entrepreneur,Stable Economy,34,3,Cybersecurity,Bootstrapped,Office,1,113,51.7,6.4,3.4,0.0,7.2,4.1,2.7,1.0,1.9,Low,0,13.4,15.2,5.4,35.5,10.0,Yes,0.188,Low,0
Technical Builder,Funding Winter,33,4,Cybersecurity,Pre-Seed,Remote,9,100,57.9,7.0,3.3,23.4,7.6,5.5,6.5,3.0,2.7,Low,0,-4.0,8.6,5.3,36.6,8.6,No,0.465,Medium,0
Burned-Out Operator,Funding Winter,44,3,E-commerce,Series B,Remote,66,120,41.8,6.0,4.3,11.2,7.1,1.4,1.9,1.0,1.0,Low,0,-12.2,17.2,6.2,22.9,10.0,No,0.126,Low,0
Solo Hustler,Funding Winter,45,6,ClimateTech,Series C,Hybrid,558,28,70.9,5.0,2.5,8.4,6.5,6.0,9.2,8.3,6.6,Severe,1,14.6,33.5,4.4,56.4,2.8,No,0.322,Low,0
Serial Entrepreneur,Stable Economy,45,6,SaaS,Seed,Hybrid,8,98,30.1,7.1,5.9,1.6,4.1,2.2,1.0,1.2,1.0,Low,0,7.9,21.5,4.4,11.8,10.0,No,0.07,Low,0
Solo Hustler,Funding Winter,36,2,Cybersecurity,Pre-Seed,Remote,12,39,83.0,4.3,3.4,12.0,10.0,3.1,8.9,7.2,4.8,Moderate,0,-1.6,9.4,3.1,38.3,3.8,No,0.636,Medium,0
Chaotic Innovator,Funding Winter,26,3,AI,Series A,Hybrid,39,140,42.1,6.5,5.5,14.2,5.8,0.3,1.8,1.0,1.0,Low,0,3.4,1.0,3.9,10.5,9.7,No,0.213,Low,0
Serial Entrepreneur,Stable Economy,37,6,Biotech,Series A,Remote,59,10,68.0,5.1,3.2,9.1,9.4,2.4,7.0,8.3,5.4,Moderate,0,7.5,17.4,5.4,42.6,3.8,Yes,0.082,Low,0
Visionary CEO,Bull Market,25,3,AI,Bootstrapped,Remote,6,87,64.0,5.4,2.1,13.4,3.0,3.0,3.5,2.3,1.1,Low,0,33.8,9.7,3.6,0.0,9.2,No,0.317,Low,0
Technical Builder,Stable Economy,38,3,AI,Seed,Office,18,61,36.8,7.0,5.8,16.8,4.0,0.5,1.0,1.0,1.0,Low,0,26.3,2.5,4.6,14.5,10.0,No,0.11,Low,0
Visionary CEO,Recession,29,1,FinTech,Seed,Remote,12,78,53.8,6.9,4.8,5.9,4.5,6.5,4.1,2.6,2.0,Low,0,9.3,13.6,1.0,34.3,10.0,No,0.763,High,1
Chaotic Innovator,Funding Winter,42,3,FinTech,Pre-Seed,Hybrid,13,64,65.8,6.1,4.3,16.9,10.0,3.3,4.2,2.1,2.8,Low,0,-0.7,4.7,7.1,34.7,6.7,No,0.148,Low,0
Calm Operator,Funding Winter,27,0,EdTech,Pre-Seed,Hybrid,12,68,60.2,6.4,4.9,13.9,4.4,0.0,1.0,1.0,1.0,Low,0,8.7,11.2,8.8,12.2,9.4,No,0.133,Low,0
Chaotic Innovator,Funding Winter,35,1,SaaS,Seed,Hybrid,18,63,60.8,5.6,4.1,7.0,5.8,3.6,6.0,5.0,1.9,Low,0,16.0,15.4,4.2,32.8,9.5,No,0.062,Low,0
Serial Entrepreneur,Bull Market,41,6,Biotech,Seed,Remote,7,110,55.0,6.3,5.2,13.9,6.3,4.2,3.7,1.0,1.0,Low,0,-1.3,6.5,8.4,25.5,10.0,No,0.355,Medium,0
Growth Obsessed Founder,Stable Economy,44,3,SaaS,Seed,Hybrid,5,126,59.6,5.4,3.9,12.1,7.0,6.6,6.4,5.4,4.1,Moderate,0,-13.6,1.8,4.1,39.2,6.3,No,0.842,High,1
Technical Builder,Stable Economy,45,6,AI,Seed,Remote,12,110,52.9,6.5,2.8,4.7,6.0,3.1,3.7,1.3,1.0,Low,0,-19.2,10.1,6.4,24.2,10.0,No,0.052,Low,0
Solo Hustler,Stable Economy,27,2,E-commerce,Series B,Hybrid,70,130,85.3,4.5,3.8,1.0,8.3,6.1,9.7,8.5,6.6,Severe,1,-6.9,27.0,2.9,65.5,2.8,No,0.224,Low,0
Growth Obsessed Founder,Recession,25,0,Gaming,Series A,Remote,48,57,76.6,4.3,1.7,23.6,3.2,3.7,6.3,5.2,1.7,Low,0,1.0,15.2,6.3,10.9,6.3,No,0.521,Medium,0
Chaotic Innovator,Bull Market,21,0,FinTech,Bootstrapped,Hybrid,3,79,80.0,4.1,0.9,5.7,1.0,9.1,9.4,8.6,7.3,Severe,1,-14.0,13.1,1.0,77.6,1.0,Yes,0.893,High,1
Visionary CEO,Recession,46,2,Gaming,Series A,Hybrid,83,80,68.3,5.9,3.0,8.7,8.6,4.8,7.1,2.6,4.6,Moderate,0,9.8,4.6,5.1,43.4,4.5,No,0.698,High,1
Growth Obsessed Founder,Stable Economy,38,3,HealthTech,Pre-Seed,Remote,4,49,56.3,6.8,4.4,7.2,3.2,1.2,2.1,2.5,1.0,Low,0,-2.8,10.8,5.0,16.3,10.0,No,0.214,Low,0
Solo Hustler,Bull Market,34,2,Cybersecurity,Series B,Remote,136,23,70.3,4.9,3.4,9.9,8.2,0.8,5.7,3.5,3.1,Low,0,11.6,10.9,7.9,18.6,5.7,No,0.276,Low,0
Technical Builder,Bull Market,27,1,FinTech,Bootstrapped,Hybrid,3,87,50.4,6.9,5.2,15.5,4.6,3.2,1.7,1.0,1.0,Low,0,-1.9,1.0,5.9,16.2,10.0,No,0.222,Low,0
Solo Hustler,Recession,42,3,SaaS,Bootstrapped,Remote,3,27,69.6,3.6,3.2,9.8,8.0,4.9,8.1,6.5,3.5,Low,0,-28.1,1.0,2.6,37.1,7.1,Yes,0.915,High,1
Burned-Out Operator,Funding Winter,29,4,Biotech,Seed,Hybrid,27,38,67.1,4.4,2.6,0.0,6.8,6.3,8.5,7.4,8.2,Severe,1,-7.6,19.5,4.5,66.4,1.7,No,0.587,Medium,0
Calm Operator,Stable Economy,32,2,SaaS,Series A,Office,69,26,34.3,7.9,5.6,13.4,7.8,0.2,1.0,1.0,1.0,Low,0,-7.7,9.4,5.7,16.1,10.0,No,0.3,Low,0
Chaotic Innovator,Stable Economy,35,2,FinTech,Bootstrapped,Office,7,143,67.8,6.4,2.9,14.0,6.4,2.9,5.4,5.6,3.9,Moderate,0,3.9,11.8,7.4,38.7,5.0,No,0.108,Low,0
Burned-Out Operator,Recession,29,2,Cybersecurity,Series B,Remote,140,101,78.4,3.5,2.4,14.1,10.0,4.3,10.0,8.7,9.3,Severe,1,-14.1,1.0,5.0,59.2,1.0,No,0.979,High,1
Growth Obsessed Founder,Stable Economy,29,2,E-commerce,Seed,Hybrid,19,129,76.3,5.7,4.0,11.7,2.5,4.3,5.8,2.7,3.1,Low,0,9.9,15.5,3.0,42.3,6.5,No,0.096,Low,0
Chaotic Innovator,Funding Winter,35,2,E-commerce,Bootstrapped,Remote,7,48,56.0,6.2,4.3,22.5,3.6,5.8,4.4,6.0,2.4,Low,0,-3.2,16.2,5.9,41.1,9.6,No,0.398,Medium,0
Visionary CEO,Stable Economy,35,2,AI,Series A,Hybrid,44,38,42.7,6.2,3.4,16.6,7.0,2.5,1.2,1.7,1.0,Low,0,-5.1,4.6,5.9,25.4,9.8,No,0.097,Low,0
Technical Builder,Stable Economy,39,2,ClimateTech,Bootstrapped,Remote,3,134,78.5,5.5,2.6,9.6,8.4,7.9,7.7,5.6,4.5,Moderate,0,-10.4,7.1,4.9,42.4,5.2,No,0.735,High,1
Burned-Out Operator,Recession,32,5,Gaming,Pre-Seed,Remote,13,79,60.1,6.2,5.7,22.5,8.7,2.3,3.9,7.6,4.5,Moderate,0,6.2,1.0,3.3,39.5,7.2,No,0.955,High,1
Serial Entrepreneur,Bull Market,29,9,Gaming,Seed,Hybrid,15,125,38.3,6.7,4.5,1.5,4.3,4.0,3.7,2.9,1.0,Low,0,1.8,20.1,5.3,25.3,10.0,No,0.016,Low,0
Serial Entrepreneur,Stable Economy,34,4,AI,Series A,Hybrid,71,103,51.7,6.2,5.0,16.8,5.4,0.0,2.7,2.2,1.0,Low,0,41.6,1.0,8.1,23.8,10.0,No,0.101,Low,0
Visionary CEO,Bull Market,39,0,FinTech,Bootstrapped,Hybrid,7,38,66.3,5.7,3.6,8.7,1.7,4.1,2.6,1.8,3.6,Moderate,0,2.8,3.5,7.1,29.9,7.7,No,0.656,High,1
Growth Obsessed Founder,Funding Winter,26,0,AI,Series B,Remote,153,30,55.7,7.3,2.6,12.8,8.0,4.8,5.7,4.1,2.7,Low,0,10.7,12.7,3.8,49.9,8.3,Yes,0.525,Medium,0
Growth Obsessed Founder,Funding Winter,37,1,AI,Series B,Hybrid,168,137,48.1,6.4,5.1,14.8,8.8,3.3,5.8,2.7,1.2,Low,0,13.3,7.8,5.3,7.2,10.0,No,0.306,Low,0
Serial Entrepreneur,Bull Market,25,6,SaaS,Series A,Hybrid,22,119,57.3,7.1,4.0,3.2,6.7,2.1,2.4,2.0,1.0,Low,0,8.7,17.1,10.0,24.3,10.0,No,0.013,Low,0
Burned-Out Operator,Bull Market,29,3,E-commerce,Pre-Seed,Remote,10,103,53.0,4.6,4.4,11.0,3.0,2.1,1.0,1.2,2.7,Low,0,-27.5,21.2,1.7,14.3,7.5,No,0.178,Low,0
Visionary CEO,Funding Winter,25,6,E-commerce,Series A,Remote,86,49,67.1,4.4,4.1,2.2,10.0,6.7,9.7,10.0,7.1,Severe,1,42.8,11.8,10.0,52.2,2.7,No,0.621,Medium,0
Technical Builder,Funding Winter,42,5,EdTech,Seed,Remote,6,45,62.5,7.4,3.3,14.4,8.5,3.8,2.9,1.0,1.5,Low,0,0.2,2.4,5.4,22.1,8.6,No,0.266,Low,0
Burned-Out Operator,Bull Market,36,3,AI,Series A,Remote,42,44,68.5,4.6,3.9,12.5,6.8,3.1,6.8,7.0,6.2,Moderate,0,12.5,1.0,6.9,25.2,4.7,No,0.5,Medium,0
Serial Entrepreneur,Funding Winter,25,6,AI,Series B,Remote,181,118,55.6,5.3,2.7,13.8,10.0,3.8,4.9,6.3,2.7,Low,0,-3.8,21.4,10.0,43.0,8.5,No,0.064,Low,0
Burned-Out Operator,Stable Economy,21,4,HealthTech,Series A,Office,20,71,52.6,6.0,5.1,12.5,4.8,0.0,2.3,1.0,1.0,Low,0,-12.2,4.6,4.2,2.2,9.9,No,0.177,Low,0
Serial Entrepreneur,Stable Economy,35,8,AI,Series A,Office,24,103,58.5,6.5,2.8,18.2,10.0,1.8,5.0,3.0,1.2,Low,0,-2.8,5.5,9.3,20.9,9.4,No,0.067,Low,0
Technical Builder,Funding Winter,32,4,E-commerce,Seed,Hybrid,27,18,64.1,5.2,2.2,7.1,6.8,1.1,5.7,3.2,2.7,Low,0,-33.2,11.8,5.3,9.5,7.0,Yes,0.137,Low,0
Calm Operator,Funding Winter,22,0,Biotech,Pre-Seed,Remote,7,54,43.2,7.6,6.6,21.9,6.5,4.9,4.8,3.4,1.0,Low,0,3.3,9.1,5.1,43.7,10.0,No,0.398,Medium,0
Calm Operator,Stable Economy,34,0,AI,Seed,Hybrid,13,91,32.4,9.0,6.4,11.5,10.0,2.6,1.0,1.0,1.0,Low,0,-4.1,29.2,9.8,5.7,10.0,No,0.004,Low,0
Calm Operator,Funding Winter,37,2,EdTech,Seed,Remote,29,59,52.5,6.4,3.7,11.9,6.5,4.0,4.4,1.8,2.9,Low,0,10.9,14.2,7.0,47.3,8.2,No,0.026,Low,0
Burned-Out Operator,Stable Economy,42,4,Cybersecurity,Bootstrapped,Office,4,101,79.1,3.5,0.9,0.0,6.3,4.9,8.7,7.3,7.5,Severe,1,2.7,11.9,6.8,54.2,1.0,No,0.738,High,1
Burned-Out Operator,Stable Economy,33,2,FinTech,Series A,Remote,80,47,45.1,4.8,5.9,11.6,4.2,3.0,2.7,5.8,5.0,Moderate,0,-12.6,1.0,6.9,27.8,6.7,No,0.778,High,1
